time,Volume,Vol Snow,Vol Black Ice,Vol White Ice,Tot Inflow Vol,Tot Outflow Vol,Overflow Vol,Evaporation,Rain,Snowfall,Lake Level,Surface Area,Black Ice,Snow Height,Snow Density,White Ice,Albedo,Max Temp,Min Temp,Surface Temp,Daily Qsw,Daily Qe,Daily Qh,Daily Qlw,Light,Benthic Light,H_s,L,T,LakeNumber,Max dT/dz,CD
2016-07-01 24:00:00,315934.299768,    0.000000, 5989.357209,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.249571,118787.109532,    0.054985,    0.000000,    0.000000,    0.000000,    0.179713,    3.984363,    1.271794,    1.271794,    0.000000,    0.000000,82251.452759,-2620849509739.061523,    0.000000,  100.000000,    0.000000,    0.000000,    0.000000,    5.770077,    0.082008,-9999.000000
2016-07-02 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060001,    3.921422,    3.921422,    3.921422,29402057868.062603,    0.000000,238765620039.737823,304131663956.113342,    0.000000,  100.000000,    0.028878,    0.673647,    0.656858,    0.000000,    0.056814,-9999.000000
2016-07-03 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060007,    7.042982,    3.981688,    7.042982,62908994740.319748,    0.000000,685778740483.984741,494442665476.038086,    0.000000,  100.000000,    0.028878,    0.673647,    0.656858,    0.111501,    0.191085,-9999.000000
2016-07-04 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060019,    8.774459,    3.981731,    8.774459,62176500583.770752,    0.000000,352729268723.836914,248689054923.974670,    0.000000,  100.000000,    0.015682,    0.380891,    0.493919,  133.653492,    0.191085,-9999.000000
2016-07-05 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060036,   10.527737,    3.981756,   10.527737,46168648452.983574,    0.000000,343431729062.733826,219447837246.420593,   17.535023,  100.000000,    0.028878,    0.673647,    0.656858,  225.651372,    0.191085,-9999.000000
2016-07-06 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060060,   12.027901,    3.981797,   12.027901,78758307333.665298,    0.000000,380481541225.358337,170561761770.298676,   18.639951,  100.000000,    0.015682,    0.380891,    0.493919,    2.030269,    0.191085,-9999.000000
2016-07-07 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060090,   13.057308,    3.981850,   13.057308,78355206914.197998,    0.000000,281417474383.672791,52152152446.890671,   16.718187,  100.000000,    0.035794,    0.819148,    0.724330,  460.064056,    0.191085,-9999.000000
2016-07-08 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060125,   10.178943,    3.981877,   10.178943,54148087865.417839,    0.000000,393900096545.739441,214583813516.882416,   16.605710,  100.000000,    0.035794,    0.819148,    0.724330,    0.779035,    0.134043,-9999.000000
2016-07-09 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060166,   11.665292,    3.981913,   11.665292,68218035237.004700,    0.000000,389903915860.755188,125476143927.937714,   17.572068,  100.000000,    0.015682,    0.380891,    0.493919,  646.364823,    0.134043,-9999.000000
2016-07-10 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060214,   13.101055,    3.981966,   13.101055,80215365820.475739,    0.000000,330185505642.804321,127734300508.138153,   16.617301,  100.000000,    0.015682,    0.380891,    0.493919,    4.220560,    0.134043,-9999.000000
2016-07-11 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060267,   15.388251,    3.981994,   15.388251,52479598725.574440,    0.000000,581850674717.853882,209738636301.276611,   17.714910,  100.000000,    0.042877,    0.963920,    0.785735,  986.186065,    0.194809,-9999.000000
2016-07-12 24:00:00,322007.299887,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299999,119880.896691,    0.000000,    0.000000,    0.000000,    0.000000,    0.060326,   16.803348,    3.982042,   16.803348,68927540020.969162,    0.000000,1000760004042.718750,115120073929.578964,   17.200736,  100.000000,    0.028878,    0.673647,    0.656858,    2.932672,    0.217755,-9999.000000
2016-07-13 24:00:00,322005.319625,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   -1.971236,    0.000000,    0.000000,    9.299983,119880.540033,    0.000000,    0.000000,    0.000000,    0.000000,    0.060391,   18.231743,    3.982080,   18.231743,75588213516.821793,-4835441010.245191,452920626565.618652,13778775292.840326,   12.483650,  100.000000,    0.057467,    1.251455,    0.895289,    1.014911,    0.194805,-9999.000000
2016-07-14 24:00:00,321999.386697,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   -5.905850,    0.000000,    0.000000,    9.299933,119879.471474,    0.000000,    0.000000,    0.000000,    0.000000,    0.060461,   10.826713,    9.768588,   10.826713,63072771806.097473,-14487050750.979048,630664222143.427002,-135963447303.089127,   18.368922,  100.000000,    0.042877,    0.963918,    0.785734,  119.335659,    0.245697,-9999.000000
2016-07-15 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   -0.533772,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.060538,   10.670328,    9.768640,   10.670328,78664287890.778107,-1309342147.558268,377252339475.871216,-158735752498.139008,   16.815437,  100.000000,    0.015682,    0.380890,    0.493919,  281.124386,    0.158402,-9999.000000
2016-07-16 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.060620,   12.407632,    9.768680,   12.407632,82254168701.921814,    0.000000,300849145297.402588,313882757492.207703,   19.503412,  100.000000,    0.015682,    0.380890,    0.493919,  323.425201,    0.183633,-9999.000000
2016-07-17 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.060708,   14.028914,    9.768745,   14.028914,94463945953.599625,    0.000000,314885948510.834106,181242978959.386688,   18.969008,  100.000000,    0.015682,    0.380890,    0.493919,  483.700905,    0.183633,-9999.000000
2016-07-18 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.060801,   12.629491,    9.768779,   12.629491,70347820243.030563,    0.000000,454477881107.095947,-36628676244.263710,   13.944282,  100.000000,    0.015682,    0.380890,    0.493919, 1017.757307,    0.149467,-9999.000000
2016-07-19 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.060901,   13.612903,    9.768838,   13.612903,81343983640.566422,    0.000000,433457961647.363220,124364393447.580093,   17.341408,  100.000000,    0.035794,    0.819145,    0.724329, 1019.171323,    0.202656,-9999.000000
2016-07-20 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.061006,   14.491306,    9.768880,   14.491306,86284785184.796692,    0.000000,293173724539.367249,199301842414.521088,   15.650219,  100.000000,    0.015682,    0.380890,    0.493919,    7.289641,    0.202656,-9999.000000
2016-07-21 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.061116,   15.837737,    9.768917,   15.837737,66866150852.767487,    0.000000,354838731158.116089,192813394654.644653,   18.895035,  100.000000,    0.028878,    0.673645,    0.656857,    2.824257,    0.202656,-9999.000000
2016-07-22 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.061232,   15.106292,    9.768972,   15.106292,82435172793.085602,    0.000000,560404147857.703491,191653978985.234772,   17.216997,  100.000000,    0.028878,    0.673645,    0.656857,    4.113359,    0.236408,-9999.000000
2016-07-23 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.061354,   16.400728,    9.769004,   16.400728,59209810354.673676,    0.000000,652252431936.143799,48555590330.883324,   16.623417,  100.000000,    0.042877,    0.963918,    0.785734,    2.356737,    0.236408,-9999.000000
2016-07-24 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.061482,   16.223490,   14.244810,   16.223490,77406802323.764633,    0.000000,609115125774.778076,60430988493.366890,   17.435797,  100.000000,    0.035794,    0.819145,    0.724329,    0.216731,    0.154603,-9999.000000
2016-07-25 24:00:00,321998.850476,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    9.299929,119879.374897,    0.000000,    0.000000,    0.000000,    0.000000,    0.061614,   17.230534,   14.244862,   17.230534,79097370493.368546,    0.000000,306479849343.227661,-52330099667.959068,   21.151214,  100.000000,    0.035794,    0.819145,    0.724329,  247.328758,    0.154603,-9999.000000
2016-07-26 24:00:00,321997.322041,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,    0.000000,   -1.521450,    0.000000,    0.000000,    9.299916,119879.099616,    0.000000,    0.000000,    0.000000,    0.000000,    0.061753,   16.233941,   14.941433,   16.233941,86607210507.311478,-3732115815.067045,371689621138.649109,-47983240429.560997,   17.305975,  100.000000,    0.015682,    0.380890,    0.493919,  101.200875,    0.154600,-9999.000000
