time,FLOW,TEMP,SALT,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OXY_oxy
2016-09-13,0.014333333,16.25428571,0,13.44990929,1.023460411,2.048903631,177.125123,427.0257589
2016-09-14,0.014333333,16.28285714,0,13.00141101,1.045454545,2.092934511,183.9376277,417.4275893
2016-09-15,0.014333333,16.31142857,0,12.55291272,1.06744868,2.136965392,190.7501325,407.8294196
2016-09-16,0.014333333,16.34,0,12.10441443,1.089442815,2.180996272,197.5626372,398.23125
2016-09-17,0.014333333,16.34,0,11.65591615,1.11143695,2.225027152,204.3751419,393.009375
2016-09-18,0.014333333,16.367,0,11.20741786,1.133431085,2.269058033,211.1876467,378.6196875
2016-09-19,0.014333333,16.394,0,10.75891957,1.15542522,2.313088913,218.0001514,364.23
2016-09-20,0.014333333,16.421,0,10.31042129,1.177419355,2.357119793,224.8126561,349.8403125
2016-09-21,0.014333333,16.448,0,10.49889135,1.183870968,2.370035518,253.9550375,335.450625
2016-09-22,0.014333333,16.475,0,10.68736142,1.190322581,2.382951243,283.0974188,321.0609375
2016-09-23,0.014333333,16.502,0,10.87583149,1.196774194,2.395866968,312.2398002,306.67125
2016-09-24,0.014333333,16.529,0,11.06430155,1.203225806,2.408782693,341.3821815,292.2815625
2016-09-25,0.014333333,16.556,0,11.25277162,1.209677419,2.421698418,370.5245629,277.891875
2016-09-26,0.014333333,16.583,0,11.44124169,1.216129032,2.434614143,399.6669442,263.5021875
2016-09-27,0.014333333,16.61,0,11.62971175,1.222580645,2.447529868,428.8093256,249.1125
2016-09-28,0.014333333,16.62333333,0,11.81818182,1.229032258,2.460445593,457.9517069,245.234375
2016-09-29,0.014333333,16.63666667,0,12.00665188,1.235483871,2.473361317,487.0940883,241.35625
2016-09-30,0.014333333,16.65,0,12.19512195,1.241935484,2.486277042,516.2364696,237.478125
2016-10-01,0.014333333,16.834,0,10.88850174,1.103686636,2.209511509,473.4150113,207.6904375
2016-10-02,0.014333333,17.018,0,9.581881533,0.965437788,1.932745975,430.593553,177.90275
2016-10-03,0.014333333,17.202,0,8.275261324,0.82718894,1.655980442,387.7720947,148.1150625
2016-10-04,0.014333333,17.386,0,6.968641115,0.688940092,1.379214908,344.9506364,118.327375
2016-10-05,0.014333333,17.57,0,5.662020906,0.550691244,1.102449375,302.1291781,88.5396875
2016-10-06,0.014333333,17.93,0,4.355400697,0.412442396,0.825683842,259.3077198,55.159375
2016-10-07,0.014333333,18.71,0,3.048780488,0.274193548,0.548918308,216.4862614,113.8125
2016-10-08,0.014333333,18.23,0,2.724105163,0.246543779,0.493565201,218.8652314,149.046875
2016-10-09,0.014333333,17.68,0,2.399429838,0.218894009,0.438212095,221.2442013,177.84375
2016-10-10,0.014333333,17.13,0,2.074754514,0.19124424,0.382858988,223.6231712,206.640625
2016-10-11,0.014333333,16.58,0,1.750079189,0.16359447,0.327505881,226.0021411,235.4375
2016-10-12,0.014333333,16.43333333,0,1.425403864,0.1359447,0.272152775,228.381111,237.8333333
2016-10-13,0.014333333,16.28666667,0,1.10072854,0.108294931,0.216799668,230.7600809,240.2291667
2016-10-14,0.014333333,16.14,0,0.776053215,0.080645161,0.161446561,233.1390508,242.625
2016-10-15,0.014333333,16.05904762,0,0.765494668,0.079109063,0.158371389,232.3460608,239.7232143
2016-10-16,0.014333333,15.97809524,0,0.754936121,0.077572965,0.155296216,231.5530709,236.8214286
2016-10-17,0.014333333,15.89714286,0,0.744377574,0.076036866,0.152221043,230.7600809,233.9196429
2016-10-18,0.014333333,15.81619048,0,0.733819027,0.074500768,0.149145871,229.9670909,231.0178571
2016-10-19,0.014333333,15.7352381,0,0.723260479,0.07296467,0.146070698,229.1741009,228.1160714
2016-10-20,0.014333333,15.65428571,0,0.712701932,0.071428571,0.142995526,228.381111,225.2142857
2016-10-21,0.014333333,15.57333333,0,0.702143385,0.069892473,0.139920353,227.588121,222.3125
2016-10-22,0.014333333,15.49238095,0,0.691584838,0.068356375,0.13684518,226.795131,219.4107143
2016-10-23,0.014333333,15.41142857,0,0.681026291,0.066820276,0.133770008,226.0021411,216.5089286
2016-10-24,0.014333333,15.33047619,0,0.670467744,0.065284178,0.130694835,225.2091511,213.6071429
2016-10-25,0.014333333,15.24952381,0,0.659909196,0.06374808,0.127619663,224.4161611,210.7053571
2016-10-26,0.014333333,15.16857143,0,0.649350649,0.062211982,0.12454449,223.6231712,207.8035714
2016-10-27,0.014333333,15.08761905,0,0.638792102,0.060675883,0.121469317,222.8301812,204.9017857
2016-10-28,0.014333333,15.00666667,0,0.628233555,0.059139785,0.118394145,222.0371912,202
2016-10-29,0.014333333,14.92571429,0,0.617675008,0.057603687,0.115318972,221.2442013,199.0982143
2016-10-30,0.014333333,14.8447619,0,0.607116461,0.056067588,0.1122438,220.4512113,196.1964286
2016-10-31,0.014333333,14.76380952,0,0.596557914,0.05453149,0.109168627,219.6582213,193.2946429
2016-11-01,0.014333333,14.68285714,0,0.585999366,0.052995392,0.106093454,218.8652314,190.3928571
2016-11-02,0.014333333,14.60190476,0,0.575440819,0.051459293,0.103018282,218.0722414,187.4910714
2016-11-03,0.014333333,14.52095238,0,0.564882272,0.049923195,0.099943109,217.2792514,184.5892857
2016-11-04,0.014333333,14.44,0,0.554323725,0.048387097,0.096867937,216.4862614,181.6875
2016-11-05,0.014333333,14.15428571,0,0.540465632,0.048387097,0.096867937,215.891519,193.3526786
2016-11-06,0.014333333,13.86857143,0,0.526607539,0.048387097,0.096867937,215.2967765,205.0178571
2016-11-07,0.014333333,13.58285714,0,0.512749446,0.048387097,0.096867937,214.702034,216.6830357
2016-11-08,0.014333333,13.29714286,0,0.498891353,0.048387097,0.096867937,214.1072915,228.3482143
2016-11-09,0.014333333,13.01142857,0,0.485033259,0.048387097,0.096867937,213.5125491,240.0133929
2016-11-10,0.014333333,12.72571429,0,0.471175166,0.048387097,0.096867937,212.9178066,251.6785714
2016-11-11,0.014333333,12.44,0,0.457317073,0.048387097,0.096867937,212.3230641,263.34375
2016-11-12,0,12.22909524,0,0.44345898,0.048387097,0.096867937,211.7283216,265.0520833
2016-11-13,0,12.01819048,0,0.429600887,0.048387097,0.096867937,211.1335792,266.7604167
2016-11-14,0,11.80728571,0,0.415742794,0.048387097,0.096867937,210.5388367,268.46875
2016-11-15,0,11.59638095,0,0.401884701,0.048387097,0.096867937,209.9440942,270.1770833
2016-11-16,0,11.38547619,0,0.388026608,0.048387097,0.096867937,209.3493517,271.8854167
2016-11-17,0,11.17457143,0,0.374168514,0.048387097,0.096867937,208.7546093,273.59375
2016-11-18,0,10.96366667,0,0.360310421,0.048387097,0.096867937,208.1598668,275.3020833
2016-11-19,0,10.7527619,0,0.346452328,0.048387097,0.096867937,207.5651243,277.0104167
2016-11-20,0,10.54185714,0,0.332594235,0.048387097,0.096867937,206.9703818,278.71875
2016-11-21,0,10.33095238,0,0.318736142,0.048387097,0.096867937,206.3756393,280.4270833
2016-11-22,0,10.12004762,0,0.304878049,0.048387097,0.096867937,205.7808969,282.1354167
2016-11-23,0,9.909142857,0,0.291019956,0.048387097,0.096867937,205.1861544,283.84375
2016-11-24,0,9.698238095,0,0.277161863,0.048387097,0.096867937,204.5914119,285.5520833
2016-11-25,0,9.487333333,0,0.263303769,0.048387097,0.096867937,203.9966694,287.2604167
2016-11-26,0,9.276428571,0,0.249445676,0.048387097,0.096867937,203.401927,288.96875
2016-11-27,0,9.06552381,0,0.235587583,0.048387097,0.096867937,202.8071845,290.6770833
2016-11-28,0,8.854619048,0,0.22172949,0.048387097,0.096867937,202.212442,292.3854167
2016-11-29,0,8.643714286,0,0.207871397,0.048387097,0.096867937,201.6176995,294.09375
2016-11-30,0,8.432809524,0,0.194013304,0.048387097,0.096867937,201.0229571,295.8020833
2016-12-01,0,8.221904762,0,0.180155211,0.048387097,0.096867937,200.4282146,297.5104167
2016-12-02,0,8.011,0,0.166297118,0.048387097,0.096867937,199.8334721,299.21875
2016-12-03,0,8.01009,0,0.167137002,0.048142717,0.096378705,199.2026846,299.0784375
2016-12-04,0,8.00918,0,0.167976886,0.047898338,0.095889473,198.5718972,298.938125
2016-12-05,0,8.00827,0,0.168816771,0.047653959,0.095400241,197.9411097,298.7978125
2016-12-06,0,8.00736,0,0.169656655,0.04740958,0.094911009,197.3103222,298.6575
2016-12-07,0,8.00645,0,0.17049654,0.0471652,0.094421777,196.6795347,298.5171875
2016-12-08,0,8.00554,0,0.171336424,0.046920821,0.093932545,196.0487473,298.376875
2016-12-09,0,8.00463,0,0.172176309,0.046676442,0.093443313,195.4179598,298.2365625
2016-12-10,0,8.00372,0,0.173016193,0.046432063,0.092954081,194.7871723,298.09625
2016-12-11,0,8.00281,0,0.173856077,0.046187683,0.092464849,194.1563848,297.9559375
2016-12-12,0,8.0019,0,0.174695962,0.045943304,0.091975617,193.5255974,297.815625
2016-12-13,0,8.00099,0,0.175535846,0.045698925,0.091486385,192.8948099,297.6753125
2016-12-14,0,8.00008,0,0.176375731,0.045454545,0.090997153,192.2640224,297.535
2016-12-15,0,7.99917,0,0.177215615,0.045210166,0.090507921,191.6332349,297.3946875
2016-12-16,0,7.99826,0,0.1780555,0.044965787,0.090018689,191.0024475,297.254375
2016-12-17,0,7.99735,0,0.178895384,0.044721408,0.089529457,190.37166,297.1140625
2016-12-18,0,7.99644,0,0.179735268,0.044477028,0.089040225,189.7408725,296.97375
2016-12-19,0,7.99553,0,0.180575153,0.044232649,0.088550993,189.110085,296.8334375
2016-12-20,0,7.99462,0,0.181415037,0.04398827,0.088061761,188.4792976,296.693125
2016-12-21,0,7.99371,0,0.182254922,0.043743891,0.087572529,187.8485101,296.5528125
2016-12-22,0,7.9928,0,0.183094806,0.043499511,0.087083297,187.2177226,296.4125
2016-12-23,0,7.99189,0,0.183934691,0.043255132,0.086594065,186.5869351,296.2721875
2016-12-24,0,7.99098,0,0.184774575,0.043010753,0.086104833,185.9561477,296.131875
2016-12-25,0,7.99007,0,0.185614459,0.042766373,0.085615601,185.3253602,295.9915625
2016-12-26,0,7.98916,0,0.186454344,0.042521994,0.085126369,184.6945727,295.85125
2016-12-27,0,7.98825,0,0.187294228,0.042277615,0.084637137,184.0637852,295.7109375
2016-12-28,0,7.98734,0,0.188134113,0.042033236,0.084147905,183.4329978,295.570625
2016-12-29,0,7.98643,0,0.188973997,0.041788856,0.083658673,182.8022103,295.4303125
2016-12-30,0,7.98552,0,0.189813882,0.041544477,0.083169441,182.1714228,295.29
2016-12-31,0,7.98461,0,0.190653766,0.041300098,0.082680209,181.5406353,295.1496875
2017-01-01,0,7.9837,0,0.19149365,0.041055718,0.082190977,180.9098479,295.009375
2017-01-02,0,7.98279,0,0.192333535,0.040811339,0.081701745,180.2790604,294.8690625
2017-01-03,0,7.98188,0,0.193173419,0.04056696,0.081212513,179.6482729,294.72875
2017-01-04,0,7.98097,0,0.194013304,0.040322581,0.080723281,179.0174854,294.5884375
2017-01-05,0,7.98006,0,0.194853188,0.040078201,0.080234049,178.386698,294.448125
2017-01-06,0,7.97915,0,0.195693073,0.039833822,0.079744817,177.7559105,294.3078125
2017-01-07,0,7.97824,0,0.196532957,0.039589443,0.079255585,177.125123,294.1675
2017-01-08,0,7.97733,0,0.197372841,0.039345064,0.078766353,176.4943355,294.0271875
2017-01-09,0,7.97642,0,0.198212726,0.039100684,0.078277121,175.8635481,293.886875
2017-01-10,0,7.97551,0,0.19905261,0.038856305,0.077787889,175.2327606,293.7465625
2017-01-11,0,7.9746,0,0.199892495,0.038611926,0.077298657,174.6019731,293.60625
2017-01-12,0,7.97369,0,0.200732379,0.038367546,0.076809425,173.9711856,293.4659375
2017-01-13,0,7.97278,0,0.201572264,0.038123167,0.076320193,173.3403982,293.325625
2017-01-14,0,7.97187,0,0.202412148,0.037878788,0.075830961,172.7096107,293.1853125
2017-01-15,0,7.97096,0,0.203252033,0.037634409,0.075341729,172.0788232,293.045
2017-01-16,0,7.97005,0,0.204091917,0.037390029,0.074852497,171.4480357,292.9046875
2017-01-17,0,7.96914,0,0.204931801,0.03714565,0.074363265,170.8172483,292.764375
2017-01-18,0,7.96823,0,0.205771686,0.036901271,0.073874033,170.1864608,292.6240625
2017-01-19,0,7.96732,0,0.20661157,0.036656891,0.073384801,169.5556733,292.48375
2017-01-20,0,7.96641,0,0.207451455,0.036412512,0.072895569,168.9248858,292.3434375
2017-01-21,0,7.9655,0,0.208291339,0.036168133,0.072406337,168.2940984,292.203125
2017-01-22,0,7.96459,0,0.209131224,0.035923754,0.071917105,167.6633109,292.0628125
2017-01-23,0,7.96368,0,0.209971108,0.035679374,0.071427873,167.0325234,291.9225
2017-01-24,0,7.96277,0,0.210810992,0.035434995,0.070938641,166.4017359,291.7821875
2017-01-25,0,7.96186,0,0.211650877,0.035190616,0.070449409,165.7709485,291.641875
2017-01-26,0,7.96095,0,0.212490761,0.034946237,0.069960177,165.140161,291.5015625
2017-01-27,0,7.96004,0,0.213330646,0.034701857,0.069470945,164.5093735,291.36125
2017-01-28,0,7.95913,0,0.21417053,0.034457478,0.068981713,163.878586,291.2209375
2017-01-29,0,7.95822,0,0.215010415,0.034213099,0.068492481,163.2477986,291.080625
2017-01-30,0,7.95731,0,0.215850299,0.033968719,0.068003249,162.6170111,290.9403125
2017-01-31,0,7.9564,0,0.216690183,0.03372434,0.067514016,161.9862236,290.8
2017-02-01,0,7.95549,0,0.217530068,0.033479961,0.067024784,161.3554361,290.6596875
2017-02-02,0,7.95458,0,0.218369952,0.033235582,0.066535552,160.7246487,290.519375
2017-02-03,0,7.95367,0,0.219209837,0.032991202,0.06604632,160.0938612,290.3790625
2017-02-04,0,7.95276,0,0.220049721,0.032746823,0.065557088,159.4630737,290.23875
2017-02-05,0,7.95185,0,0.220889606,0.032502444,0.065067856,158.8322862,290.0984375
2017-02-06,0,7.95094,0,0.22172949,0.032258065,0.064578624,158.2014988,289.958125
2017-02-07,0,7.95003,0,0.219089853,0.033026114,0.066116211,157.8050038,289.8178125
2017-02-08,0,7.94912,0,0.216450216,0.033794163,0.067653797,157.4085088,289.6775
2017-02-09,0,7.94821,0,0.21381058,0.034562212,0.069191383,157.0120138,289.5371875
2017-02-10,0,7.9473,0,0.211170943,0.035330261,0.07072897,156.6155188,289.396875
2017-02-11,0,7.94639,0,0.208531306,0.03609831,0.072266556,156.2190238,289.2565625
2017-02-12,0,7.94548,0,0.205891669,0.036866359,0.073804142,155.8225288,289.11625
2017-02-13,0,7.94457,0,0.203252033,0.037634409,0.075341729,155.4260339,288.9759375
2017-02-14,0,7.94366,0,0.200612396,0.038402458,0.076879315,155.0295389,288.835625
2017-02-15,0,7.94275,0,0.197972759,0.039170507,0.078416901,154.6330439,288.6953125
2017-02-16,0,7.94184,0,0.195333122,0.039938556,0.079954487,154.2365489,288.555
2017-02-17,0,7.94093,0,0.192693485,0.040706605,0.081492074,153.8400539,288.4146875
2017-02-18,0,7.94002,0,0.190053849,0.041474654,0.08302966,153.4435589,288.274375
2017-02-19,0,7.93911,0,0.187414212,0.042242704,0.084567246,153.047064,288.1340625
2017-02-20,0,7.9382,0,0.184774575,0.043010753,0.086104833,152.650569,287.99375
2017-02-21,0,7.93729,0,0.182134938,0.043778802,0.087642419,152.254074,287.8534375
2017-02-22,0,7.93638,0,0.179495301,0.044546851,0.089180005,151.857579,287.713125
2017-02-23,0,7.93547,0,0.176855665,0.0453149,0.090717592,151.461084,287.5728125
2017-02-24,0,7.93456,0,0.174216028,0.046082949,0.092255178,151.064589,287.4325
2017-02-25,0,7.93365,0,0.171576391,0.046850998,0.093792764,150.668094,287.2921875
2017-02-26,0,7.93274,0,0.168936754,0.047619048,0.09533035,150.2715991,287.151875
2017-02-27,0,7.93183,0,0.166297118,0.048387097,0.096867937,149.8751041,287.0115625
2017-02-28,0,7.93092,0,0.182134938,0.047235023,0.094561557,152.254074,286.87125
2017-03-01,0,7.93001,0,0.197972759,0.046082949,0.092255178,154.6330439,286.7309375
2017-03-02,0,7.9291,0,0.21381058,0.044930876,0.089948798,157.0120138,286.590625
2017-03-03,0,7.92819,0,0.2296484,0.043778802,0.087642419,159.3909837,286.4503125
2017-03-04,0,7.92728,0,0.245486221,0.042626728,0.085336039,161.7699536,286.31
2017-03-05,0,7.92637,0,0.261324042,0.041474654,0.08302966,164.1489235,286.1696875
2017-03-06,0,7.92546,0,0.277161863,0.040322581,0.080723281,166.5278934,286.029375
2017-03-07,0,7.92455,0,0.292999683,0.039170507,0.078416901,168.9068633,285.8890625
2017-03-08,0,7.92364,0,0.308837504,0.038018433,0.076110522,171.2858332,285.74875
2017-03-09,0,7.92273,0,0.324675325,0.036866359,0.073804142,173.6648031,285.6084375
2017-03-10,0,7.92182,0,0.340513145,0.035714286,0.071497763,176.043773,285.468125
2017-03-11,0,7.92091,0,0.356350966,0.034562212,0.069191383,178.422743,285.3278125
2017-03-12,0,7.92,0,0.372188787,0.033410138,0.066885004,180.8017129,285.1875
2017-03-13,0,7.881285714,0,0.388026608,0.032258065,0.064578624,183.1806828,286.4776786
2017-03-14,0,7.842571429,0,0.407823883,0.033410138,0.066885004,183.7754252,287.7678571
2017-03-15,0,7.803857143,0,0.427621159,0.034562212,0.069191383,184.3701677,289.0580357
2017-03-16,0,7.765142857,0,0.447418435,0.035714286,0.071497763,184.9649102,290.3482143
2017-03-17,0,7.726428571,0,0.467215711,0.036866359,0.073804142,185.5596527,291.6383929
2017-03-18,0,7.687714286,0,0.487012987,0.038018433,0.076110522,186.1543951,292.9285714
2017-03-19,0,7.649,0,0.506810263,0.039170507,0.078416901,186.7491376,294.21875
2017-03-20,0,7.610285714,0,0.526607539,0.040322581,0.080723281,187.3438801,295.5089286
2017-03-21,0,7.571571429,0,0.546404815,0.041474654,0.08302966,187.9386226,296.7991071
2017-03-22,0,7.532857143,0,0.566202091,0.042626728,0.085336039,188.5333651,298.0892857
2017-03-23,0,7.494142857,0,0.585999366,0.043778802,0.087642419,189.1281075,299.3794643
2017-03-24,0,7.455428571,0,0.605796642,0.044930876,0.089948798,189.72285,300.6696429
2017-03-25,0,7.416714286,0,0.625593918,0.046082949,0.092255178,190.3175925,301.9598214
2017-03-26,0,7.378,0,0.645391194,0.047235023,0.094561557,190.912335,303.25
2017-03-27,0,7.4465,0,0.66518847,0.048387097,0.096867937,191.5070774,302.0647321
2017-03-28,0,7.515,0,0.65726956,0.050691244,0.101480696,192.1018199,300.8794643
2017-03-29,0,7.5835,0,0.649350649,0.052995392,0.106093454,192.6965624,299.6941964
2017-03-30,0,7.652,0,0.641431739,0.055299539,0.110706213,193.2913049,298.5089286
2017-03-31,0,7.7205,0,0.633512829,0.057603687,0.115318972,193.8860473,297.3236607
2017-04-01,0,7.789,0,0.625593918,0.059907834,0.119931731,194.4807898,296.1383929
2017-04-02,0,7.8575,0,0.617675008,0.062211982,0.12454449,195.0755323,294.953125
2017-04-03,0,7.926,0,0.609756098,0.064516129,0.129157249,195.6702748,293.7678571
2017-04-04,0,7.9945,0,0.601837187,0.066820276,0.133770008,196.2650172,292.5825893
2017-04-05,0,8.063,0,0.593918277,0.069124424,0.138382767,196.8597597,291.3973214
2017-04-06,0,8.1315,0,0.585999366,0.071428571,0.142995526,197.4545022,290.2120536
2017-04-07,0,8.2,0,0.578080456,0.073732719,0.147608285,198.0492447,289.0267857
2017-04-08,0,8.2685,0,0.570161546,0.076036866,0.152221043,198.6439872,287.8415179
2017-04-09,0,8.337,0,0.562242635,0.078341014,0.156833802,199.2387296,286.65625
2017-04-10,0,8.299571429,0,0.554323725,0.080645161,0.161446561,199.8334721,277.6339286
2017-04-11,0,8.262142857,0,0.530566994,0.078341014,0.156833802,198.6439872,268.6116071
2017-04-12,0,8.224714286,0,0.506810263,0.076036866,0.152221043,197.4545022,259.5892857
2017-04-13,0,8.187285714,0,0.483053532,0.073732719,0.147608285,196.2650172,250.5669643
2017-04-14,0,8.149857143,0,0.459296801,0.071428571,0.142995526,195.0755323,241.5446429
2017-04-15,0,8.112428571,0,0.43554007,0.069124424,0.138382767,193.8860473,232.5223214
2017-04-16,0,8.075,0,0.411783339,0.066820276,0.133770008,192.6965624,223.5
2017-04-17,0,8.202857143,0,0.388026608,0.064516129,0.129157249,191.5070774,232.8839286
2017-04-18,0.011866667,8.330714286,0,0.483053532,0.059907834,0.119931731,189.1281075,242.2678571
2017-04-19,0.011866667,8.458571429,0,0.578080456,0.055299539,0.110706213,186.7491376,251.6517857
2017-04-20,0.011866667,8.586428571,0,0.67310738,0.050691244,0.101480696,184.3701677,261.0357143
2017-04-21,0.011866667,8.714285714,0,0.768134305,0.046082949,0.092255178,181.9911978,270.4196429
2017-04-22,0.011866667,8.842142857,0,0.863161229,0.041474654,0.08302966,179.6122279,279.8035714
2017-04-23,0.011866667,8.97,0,0.958188153,0.036866359,0.073804142,177.233258,289.1875
2017-04-24,0.011866667,9.021714286,0,1.053215078,0.032258065,0.064578624,174.8542881,290.3660714
2017-04-25,0.011866667,9.073428571,0,1.073372304,0.041055718,0.082190977,175.6112331,291.5446429
2017-04-26,0.011866667,9.125142857,0,1.09352953,0.049853372,0.099803329,176.368178,292.7232143
2017-04-27,0.011866667,9.176857143,0,1.113686757,0.058651026,0.117415681,177.125123,293.9017857
2017-04-28,0.011866667,9.228571429,0,1.133843983,0.06744868,0.135028033,177.882068,295.0803571
2017-04-29,0.011866667,9.280285714,0,1.154001209,0.076246334,0.152640385,178.6390129,296.2589286
2017-04-30,0.011866667,9.332,0,1.174158436,0.085043988,0.170252737,179.3959579,297.4375
2017-05-01,0.011866667,9.38275,0,1.194315662,0.093841642,0.187865089,180.1529029,298.59375
2017-05-02,0.011866667,9.4335,0,1.214472889,0.102639296,0.205477442,180.9098479,299.75
2017-05-03,0.011866667,9.48425,0,1.234630115,0.11143695,0.223089794,181.6667928,300.90625
2017-05-04,0.011866667,9.535,0,1.254787341,0.120234604,0.240702146,182.4237378,302.0625
2017-05-05,0.011866667,9.578333333,0,1.274944568,0.129032258,0.258314498,183.1806828,300.7291667
2017-05-06,0.011866667,9.621666667,0,1.18255728,0.123655914,0.247551394,180.4052179,299.3958333
2017-05-07,0.011866667,9.665,0,1.090169993,0.11827957,0.23678829,177.629753,298.0625
2017-05-08,0.011866667,9.718,0,0.997782705,0.112903226,0.226025186,174.8542881,297.390625
2017-05-09,0.011866667,9.771,0,0.974025974,0.117511521,0.235250703,179.6122279,296.71875
2017-05-10,0.011866667,9.8078,0,0.950269243,0.122119816,0.244476221,184.3701677,295.93125
2017-05-11,0.011866667,9.8446,0,0.926512512,0.126728111,0.253701739,189.1281075,295.14375
2017-05-12,0.011866667,9.8814,0,0.902755781,0.131336406,0.262927257,193.8860473,294.35625
2017-05-13,0.011866667,9.9182,0,0.87899905,0.1359447,0.272152775,198.6439872,293.56875
2017-05-14,0.011866667,9.955,0,0.855242319,0.140552995,0.281378292,203.401927,292.78125
2017-05-15,0.011866667,10.01644444,0,0.831485588,0.14516129,0.29060381,208.1598668,292.6625
2017-05-16,0.011866667,10.07788889,0,0.783972125,0.131336406,0.262927257,205.7808969,292.54375
